UID,Text,Income,Credit_Score,Loan_Amount,DTI_Ratio,Employment_Status,Approval, ITL 
255,I want to invest in livestock to start a small dairy farm.,"? 195,666.00",839,111993,5.69,unemployed,Rejected, 0.57 
256,I need money to cover unexpected medical expenses from surgery.,"? 115,052.00",616,29074,14.61,unemployed,Rejected, 0.25 
257,I need a loan to buy a truck and start a moving business.,"? 70,333.00",531,11154,19.93,employed,Rejected, 0.16 
258,I need financial support to renovate my rental apartment.,"? 46,513.00",819,35506,86.8,employed,Rejected, 0.76 
259,I need a loan to support my side business selling handmade candles.,"? 182,013.00",434,99754,24.25,employed,Rejected, 0.55 
260,I need a loan to buy a motorcycle for daily transportation.,"? 67,407.00",469,3863,49.97,unemployed,Rejected, 0.06 
261,I need a loan to pay for a much-needed vacation after years of saving.,"? 197,304.00",543,75692,17.29,unemployed,Rejected, 0.38 
262,I want to invest in a rental property as a source of passive income.,"? 159,987.00",544,127562,15.8,unemployed,Rejected, 0.80 
263,I need a loan to install a security system at home.,"? 116,427.00",751,37932,30.28,unemployed,Rejected, 0.33 
264,I want to start a local transportation service and need funds for a van.,"? 158,270.00",728,108071,9.87,employed,Rejected, 0.68 
265,I need money to cover unexpected legal expenses related to a dispute.,"? 85,536.00",353,63991,54.97,unemployed,Rejected, 0.75 
266,I want to make home improvements like installing solar panels.,"? 155,242.00",427,11993,15.25,employed,Rejected, 0.08 
267,I need money to start a home-based catering business.,"? 137,786.00",825,109926,10.64,unemployed,Rejected, 0.80 
268,I need funds to enroll in a professional certification program.,"? 78,205.00",761,61979,35.69,employed,Rejected, 0.79 
269,I want to buy a car for my rideshare business on Uber.,"? 33,960.00",705,13253,111.6,employed,Rejected, 0.39 
270,I need funds to pay for my pilot training program.,"? 41,392.00",683,1923,47.63,unemployed,Rejected, 0.05 
271,I need money to refinance my home loan at a lower interest rate.,"? 190,383.00",643,37070,7.65,employed,Approved, 0.19 
272,I need a loan to pay for a digital marketing course to grow my business.,"? 143,851.00",442,59799,24.85,employed,Rejected, 0.42 
273,I need a loan to cover emergency expenses after a natural disaster.,"? 24,981.00",562,5899,76.59,unemployed,Rejected, 0.24 
274,I need a loan to pay for an international vacation with my family.,"? 95,524.00",543,16970,25.9,employed,Rejected, 0.18 
275,I need a loan to finance my MBA and career advancement.,"? 130,054.00",768,15530,7.01,unemployed,Rejected, 0.12 
276,I need financial help to install a swimming pool in my backyard.,"? 24,308.00",827,8927,175.6,employed,Rejected, 0.37 
277,I need financial support to renovate my rental apartment.,"? 132,522.00",301,47244,34.18,employed,Rejected, 0.36 
278,I want to buy a car for my rideshare business on Uber.,"? 69,103.00",387,24632,56.88,employed,Rejected, 0.36 
279,I want to start a mobile pet grooming service and need funds for supplies.,"? 162,627.00",819,73633,23.53,employed,Approved, 0.45 
280,I need funds to pay for my pilot training program.,"? 143,243.00",344,51709,32.57,unemployed,Rejected, 0.36 
281,I need financial help to build my dream home in the countryside.,"? 24,257.00",665,12298,38.86,employed,Approved, 0.51 
282,I want to make home improvements like installing solar panels.,"? 172,542.00",640,12622,7.97,unemployed,Rejected, 0.07 
283,I need money to launch my own tech startup focused on AI solutions.,"? 108,748.00",479,61899,45.86,unemployed,Rejected, 0.57 
284,I need financial support for medical treatment abroad.,"? 55,350.00",364,3423,63.22,unemployed,Rejected, 0.06 
285,I need funds to buy new furniture and appliances for my house.,"? 31,483.00",504,11341,24.6,unemployed,Rejected, 0.36 
286,I need money to publish and market my self-written book.,"? 124,392.00",784,5799,17.37,employed,Approved, 0.05 
287,I need a loan to pay for a digital marketing course to grow my business.,"? 113,578.00",348,44506,42.24,unemployed,Rejected, 0.39 
288,I need financial assistance to buy farm equipment for my agricultural business.,"? 116,474.00",747,58637,26.8,unemployed,Rejected, 0.50 
289,I need a loan to support my side business selling handmade candles.,"? 68,973.00",808,25074,54.52,unemployed,Rejected, 0.36 
290,I need a loan to cover emergency expenses after a natural disaster.,"? 131,280.00",380,79964,25.3,employed,Rejected, 0.61 
291,I need money to launch my own tech startup focused on AI solutions.,"? 97,009.00",628,11494,12.08,unemployed,Rejected, 0.12 
292,I need financial support to renovate my rental apartment.,"? 100,346.00",756,56851,44.34,employed,Approved, 0.57 
293,I need a loan to pay for a down payment on my first home.,"? 112,155.00",757,47210,6.93,unemployed,Rejected, 0.42 
294,I need funds to upgrade my computer and buy software for freelance work.,"? 187,633.00",358,107485,5.29,unemployed,Rejected, 0.57 
295,I need money to publish and market my self-written book.,"? 198,103.00",463,38428,3.55,unemployed,Rejected, 0.19 
296,I need funds to pay for my daughter's college tuition.,"? 53,090.00",368,25007,38.55,unemployed,Rejected, 0.47 
297,I need funds to pay for my pilot training program.,"? 168,699.00",333,41222,26.47,unemployed,Rejected, 0.24 
298,I need a loan to pay for my son's medical treatment and therapy.,"? 117,521.00",754,76225,8.54,employed,Rejected, 0.65 
299,I want to start a mobile pet grooming service and need funds for supplies.,"? 116,193.00",707,86139,22.03,unemployed,Rejected, 0.74 
300,I need money to pay for a vocational training course in plumbing.,"? 49,739.00",326,33705,34.56,unemployed,Rejected, 0.68 
301,I need financial assistance to buy farm equipment for my agricultural business.,"? 88,623.00",566,29124,38.64,unemployed,Rejected, 0.33 
302,I need a loan to buy a truck and start a moving business.,"? 72,475.00",425,56890,19.17,employed,Rejected, 0.78 
303,I need money to invest in stock trading and portfolio building.,"? 65,260.00",755,45690,16.48,unemployed,Rejected, 0.70 
304,I want to purchase land to start an organic farming venture.,"? 37,023.00",597,28897,66.6,employed,Rejected, 0.78 
305,I need money to cover adoption fees and related expenses.,"? 114,763.00",820,16907,17.16,employed,Approved, 0.15 
306,I need money to cover unexpected legal expenses related to a dispute.,"? 82,058.00",805,24651,8.19,unemployed,Rejected, 0.30 
307,I want to start a small roadside food stall and need funds for equipment.,"? 164,610.00",432,116899,27.4,employed,Rejected, 0.71 
308,I want to expand my small online clothing store.,"? 101,078.00",707,69903,35.98,unemployed,Rejected, 0.69 
309,I need money to invest in a franchise business opportunity.,"? 170,706.00",375,84106,7.74,employed,Rejected, 0.49 
310,I need money to invest in stock trading and portfolio building.,"? 142,115.00",829,17821,19.41,employed,Approved, 0.13 
311,I want to invest in livestock to start a small dairy farm.,"? 133,408.00",814,17274,6.47,employed,Approved, 0.13 
312,I need money to purchase a food truck and start my own business.,"? 63,163.00",465,47486,41.39,employed,Rejected, 0.75 
313,I want to purchase land to start an organic farming venture.,"? 156,025.00",590,33847,6.52,employed,Approved, 0.22 
314,I need funds to upgrade my computer and buy software for freelance work.,"? 52,812.00",610,35962,85.71,employed,Rejected, 0.68 
315,I want to start a local transportation service and need funds for a van.,"? 188,031.00",472,41421,23.29,employed,Rejected, 0.22 
316,I need a loan to support my side business selling handmade candles.,"? 167,749.00",342,22292,4.09,employed,Rejected, 0.13 
317,I need a loan to cover moving expenses after being transferred to another city.,"? 190,689.00",515,110205,22.28,employed,Rejected, 0.58 
318,I need financial support to pay for my son's football training program.,"? 184,407.00",596,80192,25.52,unemployed,Rejected, 0.43 
319,I need money to pay for a vocational training course in plumbing.,"? 199,566.00",715,119893,12.27,employed,Rejected, 0.60 
320,I need a loan to relocate to a new city after getting a job offer.,"? 61,439.00",750,32735,52.47,unemployed,Rejected, 0.53 
321,I need money to cover funeral expenses for a loved one.,"? 109,179.00",447,42853,23.34,unemployed,Rejected, 0.39 
322,I need a loan to pay for legal fees related to my business license.,"? 54,279.00",679,37808,71.39,employed,Rejected, 0.70 
323,I need funds to launch my handmade jewelry brand online.,"? 83,370.00",777,36058,15.63,unemployed,Rejected, 0.43 
324,I need money to pay for a vocational training course in plumbing.,"? 56,930.00",399,20019,14.61,unemployed,Rejected, 0.35 
325,I want to buy a car for my rideshare business on Uber.,"? 85,082.00",463,41988,31.1,employed,Rejected, 0.49 
326,I need a loan to buy a motorcycle for daily transportation.,"? 150,617.00",827,66373,23.63,unemployed,Rejected, 0.44 
327,I need financial support to pay for my son's football training program.,"? 26,075.00",392,17562,118.01,unemployed,Rejected, 0.67 
328,I need a loan to finance my MBA and career advancement.,"? 76,398.00",661,4312,10.72,unemployed,Rejected, 0.06 
329,I need financial support to pay for my son's football training program.,"? 176,635.00",781,3143,13.43,employed,Approved, 0.02 
330,I need financial assistance to launch my own YouTube content creation business.,"? 55,110.00",570,27427,52.57,unemployed,Rejected, 0.50 
331,I need a loan to buy a reliable used car for work commuting.,"? 125,010.00",352,74638,33.9,employed,Rejected, 0.60 
332,I need a loan to pay for a much-needed vacation after years of saving.,"? 165,024.00",595,51639,5.95,unemployed,Rejected, 0.31 
333,I need funds to upgrade my computer and buy software for freelance work.,"? 183,379.00",421,26344,7.32,unemployed,Rejected, 0.14 
334,I need a loan to pay for my son's medical treatment and therapy.,"? 108,889.00",674,27090,13.27,unemployed,Rejected, 0.25 
335,I want to start a local transportation service and need funds for a van.,"? 30,552.00",346,5490,24.71,unemployed,Rejected, 0.18 
336,I need money to purchase specialized tools for my auto repair shop.,"? 156,139.00",767,80463,9.45,employed,Approved, 0.52 
337,I want to pay off my payday loans and switch to a lower-interest option.,"? 180,712.00",626,104010,8.66,unemployed,Rejected, 0.58 
338,I need a loan to support my side business selling handmade candles.,"? 152,989.00",821,65205,26.07,unemployed,Rejected, 0.43 
339,I need money to purchase specialized tools for my auto repair shop.,"? 24,361.00",677,4591,109.63,unemployed,Rejected, 0.19 
340,I need a loan to cover hospital bills after an unexpected surgery.,"? 184,956.00",327,125410,23.85,unemployed,Rejected, 0.68 
341,I want to invest in a rental property as a source of passive income.,"? 33,462.00",791,18178,48.34,unemployed,Rejected, 0.54 
342,I need a loan to develop and launch my mobile app startup.,"? 198,448.00",548,151095,3.56,employed,Rejected, 0.76 
343,I need a loan to install a security system at home.,"? 24,964.00",751,14722,102.38,employed,Rejected, 0.59 
344,I need money to invest in a franchise business opportunity.,"? 73,448.00",720,51788,51.58,unemployed,Rejected, 0.71 
345,I need a loan to relocate to a new city after getting a job offer.,"? 56,197.00",831,37758,33.08,unemployed,Rejected, 0.67 
346,I need a loan to build a website and market my freelance services.,"? 157,750.00",685,23699,16.2,unemployed,Rejected, 0.15 
347,I need financial help to install a swimming pool in my backyard.,"? 109,738.00",662,85319,44.92,unemployed,Rejected, 0.78 
348,I need a loan to build a website and market my freelance services.,"? 70,400.00",552,37574,33.07,unemployed,Rejected, 0.53 
349,I need a loan to pay off overdue electricity and water bills.,"? 98,017.00",595,65094,18.96,unemployed,Rejected, 0.66 
350,I need a loan to build a website and market my freelance services.,"? 111,436.00",580,16974,21.41,unemployed,Rejected, 0.15 
351,I need financial support to open a daycare center in my neighborhood.,"? 110,474.00",449,6513,21.76,unemployed,Rejected, 0.06 
352,I need a loan to cover emergency expenses after a natural disaster.,"? 110,797.00",752,34612,43.31,unemployed,Rejected, 0.31 
353,I need a loan to repair my car after an accident.,"? 72,970.00",577,46624,57.33,unemployed,Rejected, 0.64 
354,I need money to cover unexpected legal expenses related to a dispute.,"? 48,633.00",545,4326,42.95,employed,Rejected, 0.09 
355,I want to invest in a rental property as a source of passive income.,"? 33,760.00",402,11823,95.04,unemployed,Rejected, 0.35 
356,I need money to refinance my home loan at a lower interest rate.,"? 198,570.00",440,145271,2.69,employed,Rejected, 0.73 
357,I need money to invest in a franchise business opportunity.,"? 191,151.00",787,53286,18.98,unemployed,Rejected, 0.28 
358,I want to pay off my payday loans and switch to a lower-interest option.,"? 94,819.00",360,31437,11.46,employed,Rejected, 0.33 
